				Classification 1					Classification 2						Classification 3					Classification 4 - Ontology leveraged		
tissue	adenocarcinoma	45																				
tissue	skin biopsy	45																				
tissue	adult tissue pools	45																				
tissue	cerebral cortex	45																				
tissue	whole seedlings	44																				
tissue	shoot tips (terminal buds)	44																				
tissue	plasma	44																				
tissue	whole third instar male larvae	44																				
tissue	2 leaves	44																				
tissue	diagnostic bone marrow	44																				
tissue	distal lung	44																				
tissue	normal blood	43																				
tissue	whole larva	43																				
tissue	serous ovarian cancer	42																				
